"marca","modello","regione","zona_geografica","prezzo_auto","anno_prod","carrozzeria","tipo_di_veicolo","trazione","posti","porte","per_neopatentati","chilometraggio","kW","cv","cilindrata","marce","cilindri","carburante","classe_emissioni","colore","metallizzata","materiale","ibrida","usato_garantito","veicolo_non_fumatori","finiture","tagliandi_certificati","peso","emissioni","consumi","autoradio","isofix","park.distance.control","cruise.control","fendinebbia","bluetooth","volante.in.pelle","climatizzatore","sensori.parcheggio","volante.multifunzione","usb","computer.di.bordo","controllo.pressione.gomme","sedile.posteriore.sdoppiato","cerchi.in.lega","controllo.automatico.trazione","immobilizer","airbag.testa","bracciolo","sensore.luminosita","start.stop","navigatore","autoradio.digitale","frenata.emergenza","touch.screen","chiusura.centralizzata.telecomandata","sensore.pioggia","clima.automatico","mp3","fari.led","vivavoce","controllo.elettronico.corsia","android.auto","apple.car.play","hill.holder","telecamera.posteriore","limitatore.velocita","vetri.oscurati","sound.system","luci.diurne.led","luci.diurne","riconoscimento.segnali","sensori.parcheggio.anteriori","kit.antipanne","antifurto"
"Lancia ","Ypsilon","Piemonte","Nord Ovest",8500,2016,"City Car","Usato",NA,4,5,"Si",75500,51,69,1242,"5",4,"Benzina","Euro 6","Colorata","No","Altro","No","No","Non dichiarato","Non specificato","No",965,120,5.2,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lancia ","Ypsilon","Piemonte","Nord Ovest",9800,2016,"City Car","Usato",NA,4,5,"Si",21714,51,69,1242,"5",4,"Benzina","Euro 6","Colorata","No","Altro","No","6-12 mesi","Non dichiarato","Non specificato","No",965,120,5.2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"Lancia ","Ypsilon","Piemonte","Nord Ovest",10900,2020,"City Car","Usato","Anteriore",4,5,"Si",40882,51,69,1242,"5",4,"GPL","Euro 6","Grigia","No","Altro","No","6-12 mesi","Non dichiarato","Non specificato","No",1050,117,7.2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancia ","Ypsilon","Lazio","Centro",10490,2021,"City Car","Usato","Anteriore",5,5,"Si",40000,51,69,999,"6 o piu",3,"Benzina","Euro 6 Plus","Grigia","Si","Stoffa","Si","6-12 mesi","Si","Nere","Si",1055,124,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1
"Lancia ","Ypsilon","Piemonte","Nord Ovest",6490,2012,"City Car","Usato","Anteriore",4,5,"Si",121000,51,69,1242,"5",4,"Benzina","Euro 5","Grigia","Si","Altro","No","No","Non dichiarato","Nere","No",1040,115,4.9,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancia ","Ypsilon","Veneto","Nord Est",8900,2016,"City Car","Usato","Anteriore",5,5,"Si",93500,51,69,1242,"5",4,"GPL","Euro 6","Colorata","Si","Stoffa","No","No","Non dichiarato","Nere","No",1040,124,5.3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancia ","Ypsilon","Toscana","Centro",9450,2017,"City Car","Usato","Anteriore",4,5,"Si",54746,51,69,1242,"5",4,"Benzina","Euro 6","Colorata","Si","Altro","No","24-36 mesi","Non dichiarato","Non specificato","No",1040,120,5.2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
"Lancia ","Ypsilon","Piemonte","Nord Ovest",7240,2019,"City Car","Usato","Anteriore",4,5,"Si",74959,51,69,1242,"5",4,"Benzina","Euro 6 Plus","Colorata","No","Stoffa","No","Oltre 36 mesi","Non dichiarato","Nere","No",1055,119,5.3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"Lancia ","Ypsilon","Toscana","Centro",13800,2023,"City Car","Usato","Anteriore",5,5,"Si",2500,51,69,1242,"5",4,"GPL","Euro 6 Plus","Grigia","Si","Stoffa","No","No","Si","Nere","No",1040,135,5.9,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Lancia ","Ypsilon","Abruzzo","Centro",6900,2013,"City Car","Usato","Anteriore",4,5,"Si",98000,51,69,1242,"5",4,"Benzina","Euro 6","Grigia","No","Altro","No","No","Non dichiarato","Non specificato","No",1040,118,5.1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Lancia ","Ypsilon","Marche","Centro",2990,2009,"City Car","Usato","Anteriore",4,3,"Si",113400,44,60,1242,"5",4,"Benzina","Euro 4 o meno","Non specificato","Si","Altro","No","No","Non dichiarato","Non specificato","No",945,139,5.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lancia ","Ypsilon","Lazio","Centro",11490,2021,"City Car","Usato","Anteriore",4,5,"Si",44000,51,69,999,"6 o piu",3,"GPL","Euro 6 Plus","Nera","Si","Stoffa","No","6-12 mesi","Si","Nere","No",1055,90,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"Lancia ","Ypsilon","Lombardia","Nord Ovest",12000,2022,"City Car","Usato","Anteriore",4,5,"Si",100,51,69,999,"6 o piu",3,"Benzina","Euro 6 Plus","Nera","No","Stoffa","No","No","Si","Nere","Si",1055,90,4,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
"Lancia ","Ypsilon","Piemonte","Nord Ovest",3490,2008,"City Car","Usato","Anteriore",4,3,"Si",139000,44,60,1242,"5",4,"Benzina","Euro 4 o meno","Bianca","No","Altro","No","6-12 mesi","Si","Non specificato","No",1020,139,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toyota ","Yaris Cross","Piemonte","Nord Ovest",2990,2009,"SUV","Usato","Anteriore",5,5,"Si",228000,51,69,998,"5",3,"Benzina","Euro 4 o meno","Grigia","Si","Stoffa","No","6-12 mesi","Non dichiarato","Nere","Si",1010,118,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toyota ","Yaris Cross","Veneto","Nord Est",18500,2021,"SUV","Usato","Anteriore",5,5,"No",23281,85,116,1490,"Automatico",3,"Benzina","Euro 6","Colorata","No","Stoffa","Si","No","Non dichiarato","Non specificato","No",1085,NA,2.9,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Toyota ","Yaris Cross","Veneto","Nord Est",6200,2012,"SUV","Usato","Anteriore",5,5,"Si",94475,51,69,998,"5",3,"Benzina","Euro 5","Grigia","No","Altro","No","6-12 mesi","Non dichiarato","Non specificato","No",1080,110,4.8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Toyota ","Yaris Cross","Lazio","Centro",5990,2014,"SUV","Usato","Anteriore",5,3,"No",189000,66,90,1364,"6 o piu",4,"Gasolio","Euro 5","Bianca","Si","Altro","No","No","Si","Non specificato","Si",1035,103,3.9,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"Toyota ","Yaris Cross","Lombardia","Nord Ovest",10000,2016,"SUV","Usato",NA,5,5,"Si",56000,54,73,1497,"Automatico",4,"Benzina","Euro 6","Colorata","No","Altro","Si","No","Si","Non specificato","Si",1160,NA,3.3,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"Toyota ","Yaris Cross","Lazio","Centro",13490,2019,"SUV","Usato","Anteriore",5,5,"Si",43000,54,73,1497,"Automatico",4,"Benzina","Euro 6","Nera","Si","Pelle","Si","6-12 mesi","Si","Grigie","Si",1165,75,3.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"Toyota ","Yaris Cross","Lazio","Centro",12490,2019,"SUV","Usato","Anteriore",5,5,"Si",52936,54,73,1497,"Automatico",4,"Benzina","Euro 6","Nera","No","Stoffa","Si","No","Si","Grigie","Si",1080,84,3.7,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"Toyota ","Yaris Cross","Campania","Sud",11990,2020,"SUV","Usato","Anteriore",5,5,"No",14813,82,111,1496,"6 o piu",4,"Benzina","Euro 6 Plus","Bianca","No","Stoffa","No","6-12 mesi","Non dichiarato","Nere","No",1120,116,5.1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0
"Toyota ","Yaris Cross","Emilia-Romagna","Centro",16800,2022,"SUV","Usato","Anteriore",5,5,"Si",8890,53,72,998,"5",3,"Benzina","Euro 6","Non specificato","No","Altro","No","No","Non dichiarato","Non specificato","No",960,95,4.6,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Toyota ","Yaris Cross","Piemonte","Nord Ovest",12700,2017,"SUV","Usato","Anteriore",5,5,"No",48200,74,101,1497,"Automatico",4,"Benzina","Euro 6 Plus","Bianca","No","Stoffa","Si","No","Si","Nere","Si",1165,75,3.3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
"Toyota ","Yaris Cross","Piemonte","Nord Ovest",19990,2022,"SUV","Usato","Anteriore",5,5,"No",9000,68,92,1490,"Automatico",3,"Benzina","Euro 6 Plus","Nera","No","Altro","Si","No","Non dichiarato","Nere","No",1160,NA,NA,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
"Toyota ","Yaris Cross","Lombardia","Nord Ovest",3900,2011,"SUV","Usato","Anteriore",5,5,"No",132990,74,101,1329,"6 o piu",4,"Benzina","Euro 5","Colorata","No","Stoffa","No","No","Si","Nere","Si",1035,120,5.1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Toyota ","Yaris Cross","Lazio","Centro",11500,2019,"SUV","Usato",NA,5,5,"Si",64913,54,73,1497,"Automatico",NA,"Benzina","Euro 6","Bianca","No","Stoffa","Si","6-12 mesi","Si","Nere","No",1080,NA,NA,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Toyota ","Yaris Cross","Veneto","Nord Est",4000,2005,"SUV","Usato","Anteriore",5,5,"Si",175000,48,65,998,"5",3,"Benzina","Euro 4 o meno","Grigia","No","Stoffa","No","6-12 mesi","Si","Colorate","Si",1085,127,5.4,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiat ","500","Lombardia","Nord Ovest",8500,2018,"City Car","Usato","Anteriore",4,3,"Si",86000,51,69,1242,"5",4,"Benzina","Euro 6","Bianca","Si","Pelle","No","6-12 mesi","Si","Nere","Si",865,116,5.1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0
"Fiat ","500","Piemonte","Nord Ovest",9900,2019,"City Car","Usato","Anteriore",4,3,"Si",51995,51,69,1242,"5",4,"Benzina","Euro 6 Plus","Nera","Si","Stoffa","No","No","Non dichiarato","Nere","Si",865,116,5.1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
"Fiat ","500","Lazio","Centro",10899,2021,"City Car","Usato",NA,5,3,"Si",24000,51,69,999,"6 o piu",NA,"Benzina","Euro 6 Plus","Colorata","No","Pelle","Si","24-36 mesi","Non dichiarato","Nere","No",960,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
"Fiat ","500","Piemonte","Nord Ovest",6800,2014,"City Car","Usato",NA,4,3,"Si",120088,51,69,1242,"5",4,"Benzina","Euro 6","Grigia","Si","Altro","No","6-12 mesi","Si","Colorate","Si",865,NA,NA,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"Fiat ","500","Piemonte","Nord Ovest",8990,2016,"City Car","Usato","Anteriore",4,3,"Si",49000,51,69,1242,"5",4,"GPL","Euro 6","Colorata","No","Stoffa","No","No","Si","Non specificato","No",940,117,5,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Fiat ","500","Lazio","Centro",10990,2020,"City Car","Usato",NA,5,NA,"Si",16000,51,69,1242,"5",NA,"Benzina","Euro 6 Plus","Grigia","No","Pelle","No","24-36 mesi","Non dichiarato","Nere","No",960,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"Fiat ","500","Piemonte","Nord Ovest",8990,2014,"City Car","Usato","Anteriore",4,2,"Si",85964,51,69,1242,"5",4,"Benzina","Euro 6","Grigia","Si","Pelle","No","No","Si","Non specificato","No",980,119,5.1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiat ","500","Lombardia","Nord Ovest",8950,2016,"City Car","Usato","Anteriore",4,3,"Si",90000,51,69,1242,"5",4,"Benzina","Euro 6","Colorata","Si","Stoffa","No","6-12 mesi","Non dichiarato","Nere","No",865,115,4.9,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
"Fiat ","500","Lazio","Centro",9800,2019,"City Car","Usato",NA,5,3,"Si",25000,51,69,1248,"5",NA,"Benzina","Euro 6 Plus","Nera","No","Pelle","No","24-36 mesi","Non dichiarato","Nere","No",960,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
"Fiat ","500","Veneto","Nord Est",4200,2007,"City Car","Usato","Anteriore",4,3,"Si",214000,51,69,1242,"5",4,"Benzina","Euro 4 o meno","Bianca","No","Pelle","No","6-12 mesi","Si","Nere","No",940,119,5.1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fiat ","500","Emilia-Romagna","Centro",6999,2012,"City Car","Usato","Anteriore",4,3,"Si",69000,51,69,1242,"5",4,"Benzina","Euro 5","Grigia","Si","Pelle","No","6-12 mesi","Non dichiarato","Nere","Si",975,113,4.8,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fiat ","500","Lazio","Centro",9999,2019,"City Car","Usato",NA,5,3,"Si",24000,51,69,1248,"5",NA,"Benzina","Euro 6 Plus","Colorata","No","Pelle","No","24-36 mesi","Non dichiarato","Nere","No",960,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
"Fiat ","500","Emilia-Romagna","Centro",6490,2009,"City Car","Usato","Anteriore",4,3,"Si",106976,51,69,1242,"5",4,"Benzina","Euro 5","Bianca","No","Altro","No","No","Non dichiarato","Colorate","No",865,119,5.1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Fiat ","500","Lombardia","Nord Ovest",11790,2021,"City Car","Usato","Anteriore",4,3,"Si",57000,51,69,999,"6 o piu",3,"Benzina","Euro 6","Colorata","Si","Pelle","Si","6-12 mesi","Non dichiarato","Nere","No",980,88,3.9,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0
"Fiat ","500","Lazio","Centro",9990,2020,"City Car","Usato","Anteriore",4,3,"Si",63000,51,69,1000,"5",3,"Benzina","Euro 6 Plus","Bianca","Si","Stoffa","No","6-12 mesi","Si","Grigie","Si",960,108,4.8,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
"Fiat ","500","Piemonte","Nord Ovest",10900,2022,"City Car","Usato","Anteriore",4,3,"Si",29770,51,69,999,"6 o piu",3,"Benzina","Euro 6","Colorata","Si","Pelle","Si","No","Non dichiarato","Non specificato","No",980,NA,NA,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0
"Fiat ","500","Emilia-Romagna","Centro",13400,2023,"City Car","Nuovo","Anteriore",4,3,"Si",8600,51,69,999,"6 o piu",3,"Benzina","Euro 6 Plus","Nera","No","Pelle","Si","24-36 mesi","Non dichiarato","Colorate","No",1055,88,3.9,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Roc","Piemonte","Nord Ovest",19500,2019,"SUV","Usato","Anteriore",5,5,"No",40000,85,116,1598,"6 o piu",4,"Gasolio","Euro 6 Plus","Nera","Si","Stoffa","No","6-12 mesi","Si","Nere","Si",1395,144,4.4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"Volkswagen ","T-Roc","Lombardia","Nord Ovest",17900,2019,"SUV","Usato","Anteriore",5,5,"No",78000,85,116,1598,"6 o piu",4,"Gasolio","Euro 6 Plus","Colorata","Si","Stoffa","No","No","Non dichiarato","Grigie","No",1395,113,4.4,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Roc","Lazio","Centro",16950,2018,"SUV","Usato","Anteriore",5,5,"No",77254,85,116,999,"6 o piu",3,"Benzina","Euro 6","Grigia","Si","Stoffa","No","6-12 mesi","Non dichiarato","Grigie","No",1195,119,5.2,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Volkswagen ","T-Roc","Lombardia","Nord Ovest",17900,2021,"SUV","Usato","Anteriore",5,5,"No",89356,81,110,999,"6 o piu",3,"Benzina","Euro 6 Plus","Bianca","No","Altro","No","6-12 mesi","Non dichiarato","Nere","No",1301,135,5.9,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"Volkswagen ","T-Roc","Veneto","Nord Est",22800,2021,"SUV","Usato","Anteriore",5,5,"No",30100,110,150,1498,NA,4,"Benzina","Euro 6","Nera","No","Altro","No","24-36 mesi","Non dichiarato","Non specificato","No",1347,142,6.3,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"Volkswagen ","T-Roc","Puglia","Sud",19400,2020,"SUV","Usato","Anteriore",5,5,"No",85573,85,116,1598,"6 o piu",4,"Gasolio","Euro 6 Plus","Grigia","Si","Stoffa","No","6-12 mesi","Si","Nere","Si",1395,113,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1
"Volkswagen ","T-Roc","Lombardia","Nord Ovest",21900,2021,"SUV","Usato","Anteriore",NA,NA,"No",41710,110,150,1498,NA,NA,"Benzina","Euro 6 Plus","Bianca","Si","Altro","No","6-12 mesi","Non dichiarato","Nere","No",1347,160,6,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Volkswagen ","T-Roc","Piemonte","Nord Ovest",16900,2019,"SUV","Usato","Anteriore",5,5,"No",74650,85,116,1598,"6 o piu",4,"Gasolio","Euro 6 Plus","Grigia","Si","Altro","No","No","Si","Non specificato","No",1395,113,4.4,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Roc","Emilia-Romagna","Centro",16500,2018,"SUV","Usato","Anteriore",5,5,"No",98236,85,116,999,"6 o piu",3,"Benzina","Euro 6","Non specificato","No","Pelle","No","No","Non dichiarato","Non specificato","No",1195,119,5.2,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Roc","Toscana","Centro",17400,2018,"SUV","Usato","Anteriore",5,5,"No",49000,85,116,999,"6 o piu",3,"Benzina","Euro 6","Bianca","No","Stoffa","No","No","Si","Colorate","No",1293,141,5.4,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
"Volkswagen ","T-Roc","Piemonte","Nord Ovest",17900,2022,"SUV","Usato","Anteriore",5,5,"No",64000,81,110,999,"6 o piu",3,"Benzina","Euro 6","Colorata","Si","Stoffa","No","6-12 mesi","Si","Grigie","Si",1226,119,5.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"Volkswagen ","T-Roc","Veneto","Nord Est",23900,2019,"SUV","Usato","Anteriore",5,5,"No",39451,110,150,1498,"Automatico",4,"Benzina","Euro 6 Plus","Colorata","No","Stoffa","No","6-12 mesi","Si","Nere","No",1350,119,5.6,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
"Volkswagen ","T-Roc","Lombardia","Nord Ovest",26900,2021,"SUV","Usato","4x4",NA,NA,"No",21275,110,150,1968,"Automatico",NA,"Gasolio","Euro 6 Plus","Bianca","Si","Altro","No","6-12 mesi","Non dichiarato","Nere","No",1347,160,5.5,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Roc","Lombardia","Nord Ovest",22300,2021,"SUV","Usato","Anteriore",5,5,"No",27620,85,116,1968,"6 o piu",4,"Gasolio","Euro 6 Plus","Grigia","Si","Altro","No","No","Non dichiarato","Non specificato","No",1414,124,4.7,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Volkswagen ","T-Roc","Lazio","Centro",17900,2020,"SUV","Usato","Anteriore",5,5,"No",57798,81,110,999,"6 o piu",3,"Benzina","Euro 6","Colorata","No","Altro","No","No","Non dichiarato","Non specificato","No",1219,119,5.2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Volkswagen ","T-Roc","Lombardia","Nord Ovest",29990,2020,"SUV","Usato","4x4",5,5,"No",56892,221,300,1984,"Automatico",4,"Benzina","Euro 6 Plus","Colorata","Si","Stoffa","No","6-12 mesi","Si","Nere","Si",1581,196,8.6,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"Volkswagen ","T-Roc","Veneto","Nord Est",20500,2019,"SUV","Usato","Anteriore",5,5,"No",25801,85,116,999,"6 o piu",3,"Benzina","Euro 6 Plus","Bianca","Si","Stoffa","No","6-12 mesi","Si","Nere","Si",1270,123,5.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
