"marca","modello","paese","prezzo_auto","anticipo","durata","importo_finanziato","importo_totale_dovuto","taeg","tan_fisso","rata","carrozzeria","tipo_di_veicolo","trazione","posti","porte","offerta_n","per_neopatentati","chilometraggio","anno","anno_di_produzione","potenza","tipo_di_cambio","cilindrata","marce","cilindri","peso_a_vuoto","carburante","consumo_di_carburante2_8","emissioni_co_2_8","classe_emissioni","comfort","intrattenimento_media","sicurezza","extra","colore","colore_specifico","tipo_di_vernice","materiale","optional","altre_fonti_energetiche","acconto","usato_garantito","veicolo_non_fumatori","colore_finiture_interne","versione_per_nazione","ultimo_tagliando","proprietari","tagliandi_certificati","revisione","costo_del_trasferimento","consumo_di_carburante_wltp_2_8","emissioni_co_wltp_2_8","disponibilita","cambio_cinghia_distribuzione","emissioni_co_2","costo_di_registrazione","importo_da_pagare","importo_totale_netto_del_credito","importo_lordo_del_credito","spese","taeg_2","rata_mensile","rata_finale","acconto_1","gamma_elettrica_wltp","consumo_di_energia_wltp_2","v6","pagamento_speciale"
"CUPRA ","1.4 e-Hybrid DSG RACCHETTA PADEL OMAGGIO","Olgiate Olona -  Varese, IT","€ 27.450,-","-","60 Mesi","€ 27.450,-","€ 33.584,40","8,57 %","8,01 %","€ 556,59","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"20176337",NA,"82.007 km","05/2021",NA,"110 kW (150 CV)","Automatico","1.395 cm³",6,4,"1.680 kg",NA,"1,2 l/100 km (comb.)","24 g/km (comb.)","Euro 6d","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Grigio","Metallizzato","Pelle parziale","Alzacristalli elettrici*Bracciolo*Climatizzatore*Climatizzatore automatico, 2 zone*Cruise Control*Hill Holder*Park distance control*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Tetto panoramico*Tettuccio apribile*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*Schermo multifunzione interamente digitale*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*ESP*Fari LED*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega*Controllo vocale*Freno di stazionamento elettrico*Leve al volante*Portapacchi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ","€ 0,-",NA,"Sì","Nero",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.5 tsi dsg","Roma - Rm, IT","€ 25.000,-","-","60 Mesi","€ 25.000,-","€ 30.603,60","8,59 %","8,00 %","€ 506,91","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,NA,NA,"26.000 km","12/2022",NA,"110 kW (150 CV)","Automatico","1.498 cm³",7,4,"1.458 kg","Benzina",NA,"126 g/km (comb.)","Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero",NA,"Metallizzato","Pelle parziale","Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore automatico, 3 zone*Cruise Control*Parabrezza riscaldato*Park distance control*Riscaldamento ausiliario*Sedili riscaldati*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Carica per smartphone a induzione*Computer di bordo*Schermo multifunzione interamente digitale*Sound system*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fari di profondità antiabbagliamento*Fari full-LED*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne LED*Riconoscimento dei segnali stradali*Servosterzo*Sistema di avviso di distanza*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (19"")*Controllo vocale*Freno di stazionamento elettrico*Leve al volante*Luce d'ambiente*Marmitta catalitica*Pacchetto sportivo*Sedili sportivi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"12 mesi",NA,"Nero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.5 tsi dsg - PROMO","Novara - NO, IT","€ 27.990,-","-","60 Mesi","€ 28.000,-","€ 34.253,40","8,56 %","8,00 %","€ 567,74","Altro","Usato","Anteriore",5,5,"U_1065904",NA,"14 km","06/2022",NA,"110 kW (150 CV)","Automatico","1.498 cm³",7,4,"1.458 kg","Benzina",NA,"126 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","Grigio","Metallizzato","Pelle parziale","Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Cruise Control*Park distance control*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Supporto lombare*Vetri oscurati*Volante in pelle*Volante multifunzione*Volante riscaldato*MP3*Sound system*USB*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Assistente abbaglianti*Controllo elettronico della corsia*Fari LED*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Isofix*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Freno di stazionamento elettrico*Ruota di riserva*Ruotino*Spoiler*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","12 mesi",NA,"Nero",NA,NA,NA,NA,NA,"€ 950,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.4 TSI E-HYBRID DSG 204CV *LED+ACC+18""* ONLYPROMO","Cologno Monzese - Mi, IT","€ 27.900,-","-","60 Mesi","€ 27.900,-","€ 34.131,60","8,56 %","8,00 %","€ 565,71","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,NA,NA,"29.900 km","02/2022",NA,"150 kW (204 CV)","Automatico","1.395 cm³",6,4,"1.680 kg",NA,NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Bianco","BIANCO CANDY",NA,"Stoffa","Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 3 zone*Hill Holder*Park distance control*Sensore di luminosità*Sensore di pioggia*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Vetri oscurati*Volante in pelle*Volante multifunzione*Volante riscaldato*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Carica per smartphone a induzione*Computer di bordo*MP3*Schermo multifunzione interamente digitale*Streaming musicale integrato*USB*Vivavoce*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Assistente abbaglianti*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari di profondità antiabbagliamento*Fari full-LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Servosterzo*Sistema di avviso di distanza*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega (18"")*Controllo vocale*Freno di stazionamento elettrico*Leve al volante*Luce d'ambiente*Marmitta catalitica*Pacchetto sportivo*Sedili sportivi*Sospensioni sportive*Specchietto retrovisore con funzione antiabbagliamento*Spoiler*Touch screen*Interni in tessuto nero*ACC - Adaptive Cruise Control*Front Assist - Assistente alla frenata d'emergenza*Lane Assist – Assistente al mantenimento della corsia*Light Assist - Assistente Abbaglianti*Rilevatore stanchezza conducente*Radio DAB*Vivavoce Bluetooth*Comando vocale*Cerchi in lega da 18""*Proiettori principali a tecnologia LED*Indicatori di direzione dinamici posteriori*Fari fendinebbia*Sensore luce e pioggia*Climatizzatore automatico 3 zone*Sedili anteriori sportivi*Sedili anteriori riscaldabili*Supporto lombare*Specchietti retrovisori esterni regolabili, riscaldabili e ripiegabili elettricamente*Specchietto retrovisore interno schermabile automaticamente*Sensori di parcehggio anteriori e posteriori*Rear View - Telecamera posteriore*Apple CarPlay e Android Auto*Ricarica Wireless*Cupra Drive Profile – Selettore modalità di guida*Chiusura centralizzata ""Keyless - Advanced""*Cavo di ricarica*Gancio traino*Mancorrenti al tetto neri*Vetri scuri e lunotto oscurati*Volante multifunzione in pelle riscaldabile con palette*Alzacristalli elettrici anteriori e posteriori*Bracciolo centrale anteriore*Monitoraggio pressione pneumatici*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ",NA,NA,NA,"Nero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.4 E-HYBRID DSG 204CV","Cernusco Lombardone - Lc, IT","€ 28.900,-","-","60 Mesi","€ 28.900,-","€ 35.348,40","8,55 %","8,01 %","€ 585,99","SUV/Fuoristrada/Pick-up","Usato","Anteriore",NA,NA,"80545-u21214",NA,"50.154 km","04/2021",NA,"110 kW (150 CV)","Automatico","1.395 cm³",NA,NA,NA,NA,"4 l/100 km (comb.)","35 g/km (comb.)",NA,"Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero","Nero midnight",NA,"Altro","Park distance control*Sistema di navigazione*Telecamera per parcheggio assistito*Volante in pelle*Volante multifunzione*Vivavoce*Servosterzo*Cerchi in lega (19"")*CUPRA CONNECT gen3 - Sicurezza e service, accesso remoto e infotainment online**Full Link**Sedili Bucket elettrici con funzione di memoria, in pelle, nel colore Nero (include pacchetto Inverno)**Mapcare aggiornamento del materiale cartografico del sistema di navigaz. Plus, incl. materiale cartografico*Pacchetto Safe & Driving L in combinazione con sistema di navigazione*CUPRA CONNECT gen3 - Media & Internet**Sistema di navigazione + 12**Assistente per il parcheggio (servosterzo)**Telecamera di retromarcia**Cerchi in lega 19 Exclusive 38/3 meccanizzati nel colore Nero Sport Opaco***IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ","€ 0,-","12 mesi",NA,"Marrone",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","2.0 TDI PROMO ""SMART PAY""","Como - Co, IT","€ 26.450,-","-","60 Mesi","€ 26.450,-","€ 32.367,60","8,58 %","8,00 %","€ 536,31","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"20346796",NA,"40.000 km","02/2022",NA,"110 kW (150 CV)","Manuale","1.968 cm³",6,4,"1.513 kg","Diesel (Filtro antiparticolato)","4,3 l/100 km (comb.)5,6 l/100 km (urbano)3,6 l/100 km (extraurbano)","114 g/km (comb.)","Euro 6d","Comfort","Intrattenimento / Media","Sicurezza","Extra","Bianco","Bianco","Metallizzato","Pelle parziale","Alzacristalli elettrici*Climatizzatore*Climatizzatore automatico, 3 zone*Cruise Control*Park distance control*Sensore di luminosità*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Specchietti laterali elettrici*Start/Stop Automatico*Telecamera per parcheggio assistito*Vetri oscurati*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Bluetooth*Streaming musicale integrato*USB*Vivavoce*ABS*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*ESP*Fari LED*Fari full-LED*Fendinebbia*Immobilizzatore elettronico*Servosterzo*Cerchi in lega (18"")*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,"Sì","Nero",NA,NA,1,"Sì",NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.5 TSI","Vicenza, IT","€ 27.900,-","-","60 Mesi","€ 27.900,-","€ 34.131,60","8,56 %","8,00 %","€ 565,71","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"6223220",NA,"17.301 km","06/2021",2021,"110 kW (150 CV)","Manuale","1.498 cm³",6,4,"1.345 kg","Benzina 91",NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero","Nero","Metallizzato","Pelle scamosciata","Bracciolo*Chiusura centralizzata senza chiave*Park distance control*Sensori di parcheggio assistito posteriori*Supporto lombare*Vetri oscurati*Volante in pelle*Carica per smartphone a induzione*Adaptive Cruise Control*Airbag laterali*Airbag passeggero*Controllo elettronico della corsia*Fari full-LED*Isofix*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Freno di stazionamento elettrico*Leve al volante*Sedili sportivi*Spoiler*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 4.998,-",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,3 l/100 km (comb.)","141 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.4 e-hybrid DSG","Desenzano del Garda - Brescia, IT","€ 27.400,-","-","84 Mesi","€ 27.400,-","€ 37.131,92","9,50 %","8,50 %","€ 437,88","Coupé","Usato","Anteriore",5,5,"283726",NA,"71.740 km","04/2021",NA,"150 kW (204 CV)","Automatico","1.395 cm³",7,4,"1.680 kg",NA,NA,NA,"Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero","Nero Midnight",NA,"Pelle parziale","Alzacristalli elettrici*Bracciolo*Chiusura centralizzata senza chiave*Climatizzatore*Climatizzatore automatico, 3 zone*Cruise Control*Hill Holder*Park distance control*Sedile posteriore sdoppiato*Sensore di luminosità*Sensori di parcheggio assistito anteriori*Sensori di parcheggio assistito posteriori*Sistema di navigazione*Sistema di parcheggio automatico*Specchietti laterali elettrici*Start/Stop Automatico*Supporto lombare*Telecamera per parcheggio assistito*Vetri oscurati*Volante in pelle*Volante multifunzione*Android Auto*Apple CarPlay*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*Schermo multifunzione interamente digitale*USB*ABS*Adaptive Cruise Control*Airbag conducente*Airbag laterali*Airbag passeggero*Chiusura centralizzata*Chiusura centralizzata telecomandata*Controllo automatico trazione*Controllo elettronico della corsia*ESP*Fari LED*Fendinebbia*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Luci diurne LED*Servosterzo*Sistema di controllo pressione pneumatici*Cerchi in lega (19"")*Freno di stazionamento elettrico*Leve al volante*Sedili sportivi*Touch screen*Cavo di ricarica mode 3*Cerchi in lega da 19"" machined exclusive 38/3"" colore sport*Park assist*Safe  driving pack l*Sistema di navigazione vz con display touch da 12""*Tech pack*Videocamera posteriore*Climatronic (a 3 zone) con comandi climatizzatore posteriori*Fari a led*Mirror link*Regolazione automatica della distanza (con follow to stop) e limitatore*Retrocamera*Supporto lombare*Volante multifunzionale sportivo in pelle con tasti tiptronic*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.","Corrente elettrica ","€ 0,-","12 mesi",NA,"Nero","Italia",NA,NA,NA,NA,"Keine Angabe","1,2 l/100 km (comb.)","26 g/km (comb.)",NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,"53 km","14,8 kWh/100 km (comb.)",NA,NA
"CUPRA ","2.0 TDI","Modugno - Ba, IT","€ 27.950,-","-","60 Mesi","€ 27.950,-","€ 34.192,80","8,56 %","8,01 %","€ 566,73","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"MDX-KJC9JFPP",NA,"28.440 km","10/2022",2022,"110 kW (150 CV)","Manuale","1.968 cm³",6,4,"1.513 kg","Diesel",NA,NA,"Euro 6d-TEMP","Comfort","Intrattenimento / Media","Sicurezza","Extra",NA,NA,NA,NA,"Bracciolo*Controllo automatico clima*Park distance control*Sensori di parcheggio assistito posteriori*Apple CarPlay*Autoradio*Autoradio digitale*USB*Airbag conducente*Airbag laterali*Airbag passeggero*Airbag posteriore*Airbag testa*Controllo elettronico della corsia*Fari LED*Fari full-LED*Fendinebbia*Isofix*Sistema di controllo pressione pneumatici*Cerchi in lega (18"")*Portapacchi*Sedili sportivi*Spoiler*7 airbag (2 frontali*2 laterali*2 tendina*1 centrale)*Avvisatore visuale ed acustico del mancato allacciamento cinture di sicurezza anteriori e posteriori*Barre al tetto e cornice finestrini laterali in colore nero lucido*Battitacco anteriori illuminati*Cielo abitacolo nero*Connectivity Box*CUPRA Drive Profile*CUPRA Virtual Cockpit 10*25""*Disattivazione airbag passeggero*Freno di stazionamento elettrico*Front assist con sistema di frenata di emergenza e rilevamento pedoni e ciclisti*Illuminazione interna smart wraparound*Impianto di scarico visibile lucido*Luci di lettura anteriori e posteriori (2+2)*Media system con display touch capacitivo da 10"" (include 6 altoparlanti*USB di tipo C)*Presa elettrica 230 V*Rifiniture interne in alluminio dark*Safety & Driving Pack M*Sedili sportivi CUPRA*Sedili sportivi in tessuto nero*Sistema ancoraggio ISOFIX i-Size + Top Tether*Sistema di controllo della pressione pneumatici*Sistema per la chiamata di emergenza e-Call*Spoiler posteriore e paraurti sportivi*Vernice Bianco pastello*Vetri posteriori oscurati*Volante sportivo multifunzionale in pelle con leve del cambio integrate*XDS (Sistema differenziale elettronico)*Lane Assist (sistema di mantenimento della corsia)*Bracciolo centrale anteriore e posteriore*Cambio manuale a 6 rapporti*Cerchi in lega da 18"" Silver*Climatronic 3 zone*Full Link Wireless (funzione wireless disponibile con Apple CarPlay)*Fari Full Led con illuminazione COAST to COAST*funz.coming & leaving home*ind. direz. post.dinamici*Fari fendinebbia*Kessy entry + GO (sistema per l'accesso e l'avviamento senza chiave)*DAB - Digital Audio Broadcasting*Specchietti esterni richiudibili*riscaldabili con funz.cordolo(passeggero) in colore alluminio dark*Regolazione in altezza e lombare dei sedili anteriori*Sensori di parcheggio posteriori*Sistema di riconoscimento della stanchezza*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,NA,"Sì",NA,NA,NA,NA,NA,NA,NA,NA,"4,7 l/100 km (comb.)","124 g/km (comb.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPRA ","1.5 TSI","Viterbo - Vt, IT","€ 26.900,-","-","60 Mesi","€ 26.900,-","€ 32.915,40","8,57 %","8,01 %","€ 545,44","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"06098701003-U709",NA,"50.300 km","11/2022",NA,"110 kW (150 CV)","Automatico","1.498 cm³",7,4,"1.458 kg","Benzina 91","5,7 l/100 km (comb.)6,8 l/100 km (urbano)5 l/100 km (extraurbano)","126 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Grigio","GRIGIO","Altro","Altro","Bracciolo*Climatizzatore automatico, 3 zone*Park distance control*Sensori di parcheggio assistito posteriori*Supporto lombare*Vetri oscurati*Volante in pelle*Volante riscaldato*Autoradio digitale*Airbag laterali*Airbag passeggero*Controllo elettronico della corsia*Frenata d'emergenza assistita*Isofix*Sistema di chiamata d'emergenza*Sistema di controllo pressione pneumatici*Sistema di riconoscimento della stanchezza*Cerchi in lega*Freno di stazionamento elettrico*Luce d'ambiente*Sedili sportivi*Touch screen*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-",NA,NA,"Altro",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercedes-Benz ","d executive","Spinea - Venezia, IT","€ 17.900,-","-","60 Mesi","€ 17.900,-","€ 21.966,-","8,71 %","8,01 %","€ 362,95","SUV/Fuoristrada/Pick-up","Usato","Anteriore",5,5,"20519962",NA,"89.900 km","10/2017",NA,"80 kW (109 CV)","Manuale","1.461 cm³",6,4,"1.440 kg","Diesel","4 l/100 km (comb.)4,7 l/100 km (urbano)3,6 l/100 km (extraurbano)","105 g/km (comb.)","Euro 6","Comfort","Intrattenimento / Media","Sicurezza","Extra","Nero","Nero","Altro","Stoffa","Alzacristalli elettrici*Bracciolo*Climatizzatore*Cruise Control*Park distance control*Sensore di luminosità*Sistema di navigazione*Specchietti laterali elettrici*Telecamera per parcheggio assistito*Volante multifunzione*Autoradio*Autoradio digitale*Bluetooth*Computer di bordo*MP3*USB*Vivavoce*ABS*Airbag conducente*Airbag passeggero*Airbag testa*Chiusura centralizzata*Controllo automatico trazione*ESP*Frenata d'emergenza assistita*Immobilizzatore elettronico*Isofix*Limitatore di velocità*Luci diurne*Servosterzo*Cerchi in lega*Controllo vocale*IVA deducibile*I dati di consumi ed emissioni per le auto usate si intendono riferiti al ciclo NEDC. Per le auto nuove, a partire dal 16.2.2021, iI rivenditore deve indicare i valori relativi al consumo di carburante ed emissione di CO2 misurati con il ciclo WLTP. Il rivenditore deve rendere disponibile nel punto vendita una guida gratuita su risparmio di carburante e emissioni di CO2 dei nuovi modelli di autovetture. Anche stile di guida e altri fattori non tecnici influiscono su consumo di carburante e emissioni di CO2. Il CO2 è il gas a effetto serra principalmente responsabile del riscaldamento terrestre.*Prezzo rivenditore*Queste informazioni sono fornite dal fornitore del certificato.",NA,"€ 0,-","12 mesi","Sì","Nero",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,"Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
